circRNA_ID	gene_id
chr3:190402337|190404926	ENSG00000113946.4
chr3:190608995|190627449	ENSG00000196083.10
chr3:190858928|190860858	ENSG00000205835.9
chr3:191212533|191218961	ENSG00000188729.7
chr3:191276807|191278170	ENSG00000188958.10
chr3:191361069|191380731	ENSG00000152492.15
chr3:193299131|193307369	ENSG00000187527.12
chr3:193483936|193492997	ENSG00000127249.15
chr3:193643975|193648134	ENSG00000198836.11
chr3:194204819|194211350	ENSG00000225742.6
chr3:194303596|194306027	ENSG00000214145.8
chr3:194448457|194450276	ENSG00000133657.17
chr3:194615569|194623695	ENSG00000145014.18
chr3:194625897|194628509	ENSG00000145014.18
chr3:194744574|194745631	ENSG00000237222.4
chr3:195381009|195382022	ENSG00000114331.16
chr3:195867361|195872470	ENSG00000061938.21
chr3:196207398|196210659	ENSG00000163958.14
chr3:196247367|196270541	ENSG00000161217.12
chr3:196306943|196316231	ENSG00000272741.1
chr3:196326955|196327591	ENSG00000145107.16
chr3:196487399|196488683	ENSG00000163961.4
chr3:196722415|196728136	ENSG00000163964.18
chr3:196899924|196923551	ENSG00000119231.11
chr3:197026660|197027910	ENSG00000163975.14
chr3:197081051|197119530	ENSG00000075711.21
chr3:197104903|197136678	ENSG00000075711.21
chr3:197333944|197337829	ENSG00000286870.1
chr3:197756426|197768587	ENSG00000122068.13
chr3:197913881|197938780	ENSG00000114473.14
chr3:197950936|197951311	ENSG00000182899.17
chr10:236838|240970	ENSG00000015171.20
chr10:363197|384146	ENSG00000151240.17
chr10:1022683|1024744	ENSG00000148377.6
chr10:1043301|1044171	ENSG00000067064.13
chr10:2559335|2560007	ENSG00000235281.2
chr10:3141632|3143088	ENSG00000237399.7
chr10:3151247|3159042	ENSG00000107959.17
chr10:3497653|3502505	ENSG00000233321.3
chr10:3499184|3502505	ENSG00000233321.3
chr10:3752505|3759294	ENSG00000229672.3
chr10:4659982|4671659	ENSG00000225269.3
chr10:4835675|4839826	ENSG00000165568.18
chr10:4966927|4968386	ENSG00000187134.14
chr10:5000550|5001681	ENSG00000151632.18
chr10:5077870|5080901	ENSG00000196139.14
chr10:5283710|5284931	ENSG00000215267.8
chr10:5773842|5785273	ENSG00000057608.17
chr10:5773842|5795019	ENSG00000057608.17
chr10:5883006|5885765	ENSG00000134461.16
chr10:5885723|5888067	ENSG00000134461.16
chr10:5959754|5960567	ENSG00000134470.21
chr10:5960367|5968928	ENSG00000134470.21
chr10:6018053|6024354	ENSG00000134460.18
chr10:6019870|6026025	ENSG00000134460.18
chr10:6216706|6220865	ENSG00000170525.21
chr10:6331211|6331603	ENSG00000215244.4
chr10:6682885|6781486	ENSG00000285743.1
chr10:7243558|7367889	ENSG00000198879.13
chr10:7467844|7469593	ENSG00000232591.3
chr10:7576453|7616098	ENSG00000123243.15
chr10:7705108|7707233	ENSG00000151655.19
chr10:7763723|7766359	ENSG00000151657.12
chr10:7769216|7779019	ENSG00000151657.12
chr10:7824318|8009330	ENSG00000165632.9
chr10:8055287|8058841	ENSG00000107485.18
chr10:8266632|8268342	ENSG00000232170.6
chr10:10391460|10422774	ENSG00000270111.4
chr10:10946025|10946600	ENSG00000229240.9
chr10:10946512|10947556	ENSG00000229240.9
chr10:11257738|11275120	ENSG00000048740.19
chr10:11493119|11509675	ENSG00000148429.15
chr10:11956320|11967454	ENSG00000151461.20
chr10:11956320|11979165	ENSG00000151461.20
chr10:11959171|12004727	ENSG00000151461.20
chr10:12097684|12100262	ENSG00000181192.12
chr10:12184889|12186332	ENSG00000165609.13
chr10:12198705|12210322	ENSG00000151465.14
chr10:12760948|12814307	ENSG00000183049.14
chr10:12878044|12898711	ENSG00000285520.1
chr10:13233538|13233800	ENSG00000165623.10
chr10:13295496|13298245	ENSG00000107537.14
chr10:13329698|13338808	ENSG00000086475.15
chr10:13597458|13611683	ENSG00000165630.14
chr10:13600244|13611683	ENSG00000165630.14
chr10:13644917|13648230	ENSG00000239665.8
chr10:14530332|14667691	ENSG00000065809.14
chr10:14553322|14556405	ENSG00000065809.14
chr10:14653834|14655165	ENSG00000236495.2
chr10:14849721|14854280	ENSG00000187522.16
chr10:14934380|14936593	ENSG00000152457.18
chr10:14935463|14945189	ENSG00000152457.18
chr10:15017227|15018152	ENSG00000237470.3
chr10:15248639|15275947	ENSG00000148468.17
chr10:15607677|15647051	ENSG00000077943.8
chr10:15833630|15838279	ENSG00000148481.14
chr10:16752918|16764510	ENSG00000148484.18
chr10:16754871|16764510	ENSG00000148484.18
chr10:17161483|17174660	ENSG00000107614.22
chr10:17331408|17390620	ENSG00000148488.17
chr10:17672975|17684750	ENSG00000136738.15
chr10:17866562|17875253	ENSG00000260314.3
chr10:17977902|17991303	ENSG00000148482.12
chr10:17981312|17993291	ENSG00000148482.12
chr10:18008550|18009753	ENSG00000226083.5
chr10:18506471|18518968	ENSG00000165995.23
chr10:18541169|18542177	ENSG00000240291.1
chr10:18666575|18668677	ENSG00000165997.5
chr10:19331369|19389609	ENSG00000204740.11
chr10:19531194|19607902	ENSG00000204740.11
chr10:20143295|20211729	ENSG00000120594.17
chr10:21368497|21370115	ENSG00000230109.1
chr10:21538833|21612451	ENSG00000078403.17
chr10:21766261|21806099	ENSG00000136770.11
chr10:22317884|22318168	ENSG00000269897.5
chr10:22317884|22318306	ENSG00000269897.5
chr10:22391805|22401277	ENSG00000077327.16
chr10:22567851|22608023	ENSG00000150867.14
chr10:22968306|22998397	ENSG00000165309.14
chr10:23104144|23110318	ENSG00000148450.13
chr10:24473228|24520253	ENSG00000120549.19
chr10:24595117|24596882	ENSG00000107863.20
chr10:24961806|25021908	ENSG00000285859.1
chr10:24995646|24999546	ENSG00000151023.17
chr10:26224539|26270756	ENSG00000136750.13
chr10:26341059|26347729	ENSG00000289350.1
chr10:26503197|26533525	ENSG00000077420.16
chr10:26724014|26735579	ENSG00000148459.16
chr10:26768852|26770345	ENSG00000136754.18
chr10:27006917|27013110	ENSG00000107890.17
chr10:27046353|27060540	ENSG00000107890.17
chr10:27123547|27131941	ENSG00000136758.20
chr10:27134039|27149040	ENSG00000136758.20
chr10:27161094|27167274	ENSG00000120539.15
chr10:27210814|27223452	ENSG00000107897.20
chr10:27215535|27223452	ENSG00000107897.20
chr10:27262957|27279279	ENSG00000238021.6
chr10:27569787|27578713	ENSG00000285737.1
chr10:27735221|27741504	ENSG00000150051.14
chr10:28595733|28611481	ENSG00000095787.24
chr10:29292519|29310188	ENSG00000120563.10
chr10:29569255|29686651	ENSG00000197321.16
chr10:30626105|30626940	ENSG00000151033.10
chr10:30875331|30941651	ENSG00000183621.15
chr10:31387124|31387798	ENSG00000148516.23
chr10:32291163|32293737	ENSG00000120616.16
chr10:32291163|32293194	ENSG00000120616.16
chr10:33226134|33263873	ENSG00000099250.18
chr10:33909415|33910413	ENSG00000223470.3
chr10:34337365|34382922	ENSG00000148498.17
chr10:34360071|34382922	ENSG00000148498.17
chr10:35032435|35039082	ENSG00000108094.17
chr10:35060874|35071339	ENSG00000108094.17
chr10:35100844|35120505	ENSG00000230534.6
chr10:35137782|35179276	ENSG00000095794.20
chr10:35178889|35179276	ENSG00000095794.20
chr10:35483404|35530030	ENSG00000108100.18
chr10:35501501|35530030	ENSG00000108100.18
chr10:37314378|37315801	ENSG00000235687.9
chr10:37528481|37530551	ENSG00000224920.1
chr10:37837985|37856337	ENSG00000198105.16
chr10:37957420|37971807	ENSG00000175395.16
chr10:38195608|38210813	ENSG00000224761.4
chr10:38247922|38310216	ENSG00000226113.1
chr10:42425318|42451683	ENSG00000182632.15
chr10:42550557|42552596	ENSG00000234420.8
chr10:42685951|42690842	ENSG00000233515.2
chr10:42793852|42816672	ENSG00000165733.8
chr10:42793852|42802218	ENSG00000165733.8
chr10:42796474|42816672	ENSG00000165733.8
chr10:43158715|43160595	ENSG00000169826.8
chr10:43373462|43375573	ENSG00000150201.15
chr10:43608614|43609350	ENSG00000198298.13
chr10:43671121|43672078	ENSG00000223910.1
chr10:45065527|45066221	ENSG00000226937.9
chr10:45070478|45071371	ENSG00000226937.9
chr10:45148704|45152902	ENSG00000243349.2
chr10:45463151|45533289	ENSG00000165406.16
chr10:45489367|45533289	ENSG00000165406.16
chr10:45648294|45662681	ENSG00000172671.20
chr10:45753180|45757139	ENSG00000172661.20
chr10:45910549|45946911	ENSG00000239883.9
chr10:46012883|46013639	ENSG00000266412.6
chr10:46013550|46015266	ENSG00000266412.6
chr10:46014444|46016694	ENSG00000266412.6
chr10:48187192|48222451	ENSG00000170324.21
chr10:48721261|48727659	ENSG00000128815.20
chr10:48979682|48983429	ENSG00000233665.8
chr10:49165766|49167009	ENSG00000204161.14
chr10:49166869|49167962	ENSG00000204161.14
chr10:49390133|49391261	ENSG00000165606.10
chr10:49530720|49532978	ENSG00000225830.16
chr10:49625473|49648607	ENSG00000070748.19
chr10:49744650|49747208	ENSG00000197444.10
chr10:49879673|49915991	ENSG00000227345.9
chr10:49945032|49952219	ENSG00000178440.8
chr10:50059101|50061596	ENSG00000235618.8
chr10:50192653|50199146	ENSG00000188611.17
chr10:50205982|50236064	ENSG00000188611.17
chr10:50820552|50828295	ENSG00000148584.15
chr10:50836074|50850807	ENSG00000148584.15
chr10:52770670|52771659	ENSG00000165471.7
chr10:52975740|53022960	ENSG00000227121.2
chr10:54568565|54606985	ENSG00000234173.1
chr10:56358805|56359532	ENSG00000122952.17
chr10:56358805|56359853	ENSG00000122952.17
chr10:58276118|58277322	ENSG00000122873.12
chr10:58361495|58368016	ENSG00000072401.15
chr10:58386220|58388260	ENSG00000108064.11
chr10:58386650|58388260	ENSG00000108064.11
chr10:59206754|59234500	ENSG00000165443.12
chr10:59268553|59302864	ENSG00000148541.13
chr10:59594952|59622979	ENSG00000235140.2
chr10:59622122|59628677	ENSG00000235140.2
chr10:59672770|59684327	ENSG00000165449.12
chr10:59806922|59832653	ENSG00000108091.11
chr10:60780141|60785787	ENSG00000170312.17
chr10:60780141|60784861	ENSG00000170312.17
chr10:61416056|61431332	ENSG00000196932.12
chr10:61428926|61431332	ENSG00000196932.12
chr10:61794351|61820155	ENSG00000233643.2
chr10:61902159|61940408	ENSG00000150347.17
chr10:62057117|62069797	ENSG00000150347.17
chr10:62215029|62223332	ENSG00000182010.11
chr10:62223238|62241195	ENSG00000182010.11
chr10:62376181|62388576	ENSG00000285837.1
chr10:62376181|62459797	ENSG00000285837.1
chr10:62388396|62459797	ENSG00000285837.1
chr10:62654843|62655631	ENSG00000285551.2
chr10:63566338|63598144	ENSG00000165476.14
chr10:63598024|63599283	ENSG00000165476.14
chr10:63599170|63610334	ENSG00000165476.14
chr10:63599170|63599712	ENSG00000165476.14
chr10:66084871|66098058	ENSG00000273360.1
chr10:67988663|67992682	ENSG00000148634.16
chr10:68109674|68122340	ENSG00000138347.17
chr10:68142940|68148467	ENSG00000138347.17
chr10:68161729|68174656	ENSG00000138347.17
chr10:68339140|68339555	ENSG00000096746.18
chr10:68401620|68404844	ENSG00000204130.14
chr10:68496434|68503695	ENSG00000122912.15
chr10:68967018|68972052	ENSG00000165732.14
chr10:69132898|69157163	ENSG00000122958.15
chr10:69195188|69197083	ENSG00000156502.14
chr10:69223167|69225986	ENSG00000229261.1
chr10:69243182|69248728	ENSG00000156510.13
chr10:69271007|69282650	ENSG00000156515.24
chr10:69282529|69288770	ENSG00000156515.24
chr10:69368536|69380095	ENSG00000156515.24
chr10:69930043|69944178	ENSG00000197467.17
chr10:69936756|69945724	ENSG00000197467.17
chr10:70117812|70121211	ENSG00000042286.15
chr10:70340553|70376596	ENSG00000172731.15
chr10:70857614|70873589	ENSG00000166224.17
chr10:71287598|71292554	ENSG00000107731.12
chr10:71288568|71292554	ENSG00000107731.12
chr10:71322756|71356243	ENSG00000198246.9
chr10:71752975|71755466	ENSG00000107738.20
chr10:72066902|72068301	ENSG00000107742.14
chr10:72340789|72345127	ENSG00000148719.16
chr10:72715854|72859347	ENSG00000156026.15
chr10:72834359|72868863	ENSG00000156026.15
chr10:72898664|72911839	ENSG00000138315.13
chr10:72900377|72913468	ENSG00000138315.13
chr10:73043887|73053590	ENSG00000122884.13
chr10:73044981|73053590	ENSG00000122884.13
chr10:73114357|73122309	ENSG00000166321.14
chr10:73228060|73233163	ENSG00000138286.15
chr10:73245922|73246828	ENSG00000213551.7
chr10:73277240|73291755	ENSG00000156042.19
chr10:73383577|73396583	ENSG00000138279.16
chr10:73396519|73398385	ENSG00000138279.16
chr10:73425811|73427768	ENSG00000166343.10
chr10:73426607|73427768	ENSG00000166343.10
chr10:73470687|73471613	ENSG00000107758.16
chr10:73470887|73475030	ENSG00000107758.16
chr10:73495525|73496906	ENSG00000221817.11
chr10:73760018|73766853	ENSG00000176986.16
chr10:73793588|73797014	ENSG00000214655.11
chr10:73803893|73804869	ENSG00000166507.19
chr10:73837468|73847347	ENSG00000148660.21
chr10:73839539|73848082	ENSG00000148660.21
chr10:73848526|73849333	ENSG00000148660.21
chr10:73913043|73916641	ENSG00000222047.9
chr10:74126148|74136803	ENSG00000185009.13
chr10:74129108|74136803	ENSG00000185009.13
chr10:74509392|74527992	ENSG00000232342.7
chr10:75101867|75105868	ENSG00000079393.21
chr10:75235060|75235372	ENSG00000165644.11
chr10:75350352|75358346	ENSG00000226051.9
chr10:76901804|76904875	ENSG00000236467.8
chr10:78004716|78007866	ENSG00000148606.14
chr10:78037194|78037993	ENSG00000138326.21
chr10:78962824|79065819	ENSG00000224596.9
chr10:79050282|79065819	ENSG00000224596.9
chr10:79349665|79351714	ENSG00000108179.14
chr10:79611803|79612431	ENSG00000122852.15
chr10:79806039|79808832	ENSG00000225484.7
chr10:79942763|79946662	ENSG00000133661.17
chr10:80081640|80081944	ENSG00000133678.14
chr10:80081841|80082204	ENSG00000133678.14
chr10:80233664|80235360	ENSG00000234382.2
chr10:80233664|80245055	ENSG00000234382.2
chr10:80276376|80284038	ENSG00000151224.13
chr10:80280680|80285589	ENSG00000151224.13
chr10:80357893|80362590	ENSG00000133665.13
chr10:80420466|80422508	ENSG00000122378.14
chr10:80507228|80512269	ENSG00000108219.15
chr10:80571431|80603795	ENSG00000178217.15
chr10:83675350|83676674	ENSG00000233945.2
chr10:84141462|84145016	ENSG00000165678.22
chr10:84143995|84148838	ENSG00000165678.22
chr10:84143995|84150880	ENSG00000165678.22
chr10:84200601|84205927	ENSG00000148600.15
chr10:84288224|84289044	ENSG00000229404.6
chr10:84288224|84288780	ENSG00000229404.6
chr10:85451401|85453070	ENSG00000230962.2
chr10:85729513|85869180	ENSG00000182771.19
chr10:86460399|86471103	ENSG00000062650.20
chr10:86659297|86666848	ENSG00000289258.1
chr10:86679367|86680157	ENSG00000122367.21
chr10:86945188|86945476	ENSG00000173269.14
chr10:86993362|87000434	ENSG00000271880.1
chr10:87326630|87336889	ENSG00000223482.9
chr10:87344437|87354897	ENSG00000224914.4
chr10:87388009|87389235	ENSG00000236417.2
chr10:87388009|87389458	ENSG00000236417.2
chr10:87508336|87513221	ENSG00000107789.16
chr10:88667569|88671965	ENSG00000182333.15
chr10:88726795|88732551	ENSG00000204021.5
chr10:88762188|88768928	ENSG00000204020.6
chr10:88808298|88815224	ENSG00000173239.14
chr10:88813097|88815503	ENSG00000173239.14
chr10:88828559|88832026	ENSG00000152766.6
chr10:88908702|88914658	ENSG00000138134.12
chr10:88947258|88948953	ENSG00000107796.13
chr10:89007700|89010815	ENSG00000026103.24
chr10:89223684|89228398	ENSG00000107798.18
chr10:89438604|89462624	ENSG00000152779.14
chr10:89705294|89709253	ENSG00000138182.15
chr10:89723964|89733056	ENSG00000138182.15
chr10:90403988|90527439	ENSG00000236373.2
chr10:90879063|90894891	ENSG00000148688.14
chr10:90879063|90895483	ENSG00000148688.14
chr10:90916171|90919268	ENSG00000148677.7
chr10:90917732|90919268	ENSG00000148677.7
chr10:91240484|91251440	ENSG00000180628.15
chr10:91425281|91460565	ENSG00000165338.17
chr10:91482967|91492484	ENSG00000165338.17
chr10:91831103|91842391	ENSG00000107854.6
chr10:92143029|92192636	ENSG00000107864.15
chr10:92613377|92632693	ENSG00000138160.7
chr10:92919982|92948379	ENSG00000138190.17
chr10:93074308|93075307	ENSG00000095596.12
chr10:93503113|93517248	ENSG00000138180.16
chr10:93600667|93601046	ENSG00000138207.15
chr10:94546377|94562876	ENSG00000119969.15
chr10:94694917|94720537	ENSG00000276490.1
chr10:94780499|94843024	ENSG00000165841.11
chr10:95038897|95067357	ENSG00000138115.15
chr10:95143236|95144418	ENSG00000288526.1
chr10:95263864|95271784	ENSG00000107438.9
chr10:95375973|95395075	ENSG00000095637.23
chr10:95839691|95842494	ENSG00000138185.20
chr10:95911301|95922076	ENSG00000188649.15
chr10:96000795|96009923	ENSG00000188649.15
chr10:96044353|96050466	ENSG00000107443.16
chr10:96130072|96132670	ENSG00000177853.15
chr10:96132586|96133648	ENSG00000177853.15
chr10:96320618|96327600	ENSG00000107447.8
chr10:96349707|96351410	ENSG00000197430.11
chr10:96370065|96410474	ENSG00000095587.9
chr10:96395875|96413316	ENSG00000095587.9
chr10:96544076|96553059	ENSG00000077147.16
chr10:96833406|96858416	ENSG00000196233.14
chr10:96944113|96952196	ENSG00000196233.14
chr10:97163380|97164890	ENSG00000269891.2
chr10:97235217|97256404	ENSG00000213390.11
chr10:97246272|97263629	ENSG00000213390.11
chr10:97424799|97425739	ENSG00000052749.14
chr10:97452090|97453663	ENSG00000171307.19
chr10:97578240|97581414	ENSG00000165887.12
chr10:97617208|97619683	ENSG00000171160.18
chr10:97650941|97662968	ENSG00000155252.13
chr10:97656285|97664984	ENSG00000155252.13
chr10:97656285|97662968	ENSG00000155252.13
chr10:97713173|97715405	ENSG00000155254.13
chr10:97744729|97750470	ENSG00000155256.18
chr10:97748269|97751462	ENSG00000155256.18
chr10:97859458|97864082	ENSG00000155265.11
chr10:97896909|97908147	ENSG00000095713.14
chr10:98162883|98231687	ENSG00000166024.14
chr10:98162883|98209899	ENSG00000166024.14
chr10:98208101|98234516	ENSG00000166024.14
chr10:98255577|98258164	ENSG00000138131.4
chr10:98392432|98397498	ENSG00000119943.13
chr10:98425541|98429642	ENSG00000107521.20
chr10:98620602|98721828	ENSG00000172987.13
chr10:99433546|99434759	ENSG00000224934.6
chr10:99526623|99531177	ENSG00000257582.5
chr10:99716348|99724123	ENSG00000014919.13
chr10:99736246|99744072	ENSG00000119929.13
chr10:100057013|100063725	ENSG00000120054.12
chr10:100063614|100069869	ENSG00000120054.12
chr10:100167348|100178194	ENSG00000107566.14
chr10:100231015|100231660	ENSG00000227492.2
chr10:100245799|100253539	ENSG00000095485.18
chr10:100260966|100262063	ENSG00000095485.18
chr10:100280934|100286213	ENSG00000196072.12
chr10:100336981|100342832	ENSG00000231188.1
chr10:100381216|100395229	ENSG00000235823.4
chr10:100479052|100480012	ENSG00000075290.8
chr10:100499160|100502484	ENSG00000075826.17
chr10:100749746|100809236	ENSG00000075891.23
chr10:100750694|100806605	ENSG00000075891.23
chr10:100929830|100938736	ENSG00000119906.13
chr10:100986749|100987196	ENSG00000055950.17
chr10:101181690|101186164	ENSG00000237579.3
chr10:101672915|101673673	ENSG00000107829.15
chr10:101774732|101775776	ENSG00000107831.14
chr10:101782258|101782597	ENSG00000107833.10
chr10:101806045|101813127	ENSG00000198408.14
chr10:101827889|101828459	ENSG00000120049.20
chr10:101828389|101829199	ENSG00000120049.20
chr10:101991969|101995355	ENSG00000120029.13
chr10:102109921|102111144	ENSG00000198728.11
chr10:102158049|102160024	ENSG00000166197.17
chr10:102258929|102351374	ENSG00000107862.7
chr10:102365397|102366506	ENSG00000107862.7
chr10:102423996|102424792	ENSG00000107874.11
chr10:102485609|102489138	ENSG00000138107.13
chr10:102549970|102594065	ENSG00000107882.12
chr10:102592582|102593721	ENSG00000107882.12
chr10:102654653|102655313	ENSG00000171206.15
chr10:102699373|102705489	ENSG00000138175.9
chr10:102715223|102726797	ENSG00000156398.13
chr10:102726612|102727157	ENSG00000156398.13
chr10:102869805|102873233	ENSG00000214435.9
chr10:103101235|103105381	ENSG00000076685.19
chr10:103392371|103396032	ENSG00000173915.16
chr10:103724270|103767169	ENSG00000107957.17
chr10:103897548|103899000	ENSG00000107960.11
chr10:103999867|104006035	ENSG00000065613.15
